name,type,detailed_type,categ_id
13791. GM177. Charola Armada.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
13802  U611. 341332.  U625. Charola Armada.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
13803   U611. 341332. U625. Celda. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
13804  U611. 341332. U625. Charola Impresa. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
13805   U611. 341332. U625. Divisor. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
13808. 357790.  TAPA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
13808. 357790. TAPA,Producto almacenable,Producto almacenable,Todos
13809. 358268. CAJA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
13810. 358268. TAPA.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
13817. Audi Q5. Charola Armada.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
13833. 928069 Chattanooga. St3. Charola Armada.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
13834. 955061. Charola Armada.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
13850,Consumible,Consumible,Todos
13851. BOX 12*15*07. FCA EXPORT ALTERNATIVA. CAJA.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
13852. BOX 12*15*07. FCA EXPORT ALTERNATIVA. TAPA.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
13860  BOX 2066WT,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
13863,Consumible,Consumible,Todos
13867. VH. 3899. Caja.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
"13876 16"". Caja Terminada.",Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
13877,Consumible,Consumible,Todos
"13877  24"". Caja Terminada.",Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
13891. 643920. Stabomat. Caja.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
13893. MOPAR CH. 755266. CAJA IMP.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
13910 241B. Export. Caja.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
1400 NYLON - DECO ASSY PASSENGER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
14007. Shock Tower. Caja.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
14096. Audi Q5. Celda Troquelada.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
14100. GM177. Celda Troquelada.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
14116    Chattanooga. St3. Celda Troquelada.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
14128. Audi Q5. Charola Troquelada.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
14131. GM177. Charola Troquelada.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
14139   Chattanooga. St1 y St3. Charola Troquelada.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
14142. CHRYSLER INSERT DJ. 694087.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
14234. Audi Q5. Divisor Troquelado.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
14236   Chattanooga. St1 y St3. Divisor Troquelado.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
14238. GM177. Divisor.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
14240   Chattanooga. St1 y St3. Zig Zag Troquelado.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
14301. 642762. Pad. S.M.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
14303. MOPAR 734453. INSERTO.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
14305. MOPAR. 755027. INSERTO. CH. S.M.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
14306. Damper Ford DTP. Inserto.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
14308. 241B. Export. Inserto.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
14322. Nextracker. 1 y 2. Charola Troquelada.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
14324. Nextracker. 1 y 2. Tapa Troquelada.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
14332 241B. Export. Lid Carboard.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
14385    CELDA 576,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
143907. Solares. Celda Troquelada.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
143907. Solares. Charola Troquelada.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
143907. Solares. Charola. Armada.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
143907. Solares. Inserto Troquelada.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
143907. Solares. Tapa Troquelada.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
"143D INSERT ""B"" XLPE BLACK D-2# PCF (214 X 25 X 38 mm)",Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
143D. DIAL. Charola.,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
143D. Dial. A. Pieza.,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
"143DINSERT ""A"" XLPE BLACK D-2# PCF ( 215 X 133 X 38 mm)",Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
14452. VF3894. SEPARADOR,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
14454. Daimler. TMC. Pad 43 x 36.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
14455. 6587RJ. STABOMAT. SEPARADOR.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
14586. Nextracker. 1. Celda Troquelada.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
14587. Nextracker. 1 y 2. Inserto Troquelada.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
14643  241B. Export. Pad. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
14644 241B. Export. A. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
14645 241B. Export. B. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
14652  241B. Export. Tapa o Pad.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
14759. Shock Tower. Tapa Gral.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
14783,Consumible,Consumible,Todos
14783. TMC150. Inserto.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
"1500 MM NYLON 1"" - DECO ASSY DRIVER",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
1520,Consumible,Consumible,Todos
15676,Producto almacenable,Producto almacenable,Todos
15676,Consumible,Consumible,Todos
15676,Consumible,Consumible,Todos
"15676      34"". Caja Terminada.",Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
"15686      48"". Lamina sin Impresión.",Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
"15687      48"". Lamina Troquelada.",Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
"15741   34"". Lamina Troquelada.",Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
"15783 16"". Lamina Troquelada.",Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
15785. BACK UP CANASTILLA. GRIS- P3. CABLE SET PARA CANASTILLA. CAJA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
15785. CABLE SET PARA CANASTILLA. Caja. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
"16 x 33 x 8"". CHAROLA. PIELES No. 9.",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
16072025,Servicio,Servicio,Servicios
"16090 24"". Lamina Troquelada.",Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
16110  Chattanooga. St1. Charola Armada.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
16111. Chattanooga. St1. Celda Troquelada.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
"16124. Y0124108, BAG FOR ESHIFTER LOWER CLOSEOUT Y0070747",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
1616,Consumible,Consumible,Todos
1616,Producto almacenable,Producto almacenable,Todos
16487  XDA90. 927838. Charola Ensamblada.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
16488  XDA90. Charola Ensamblada.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
16489 XDA90. Charola. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
16490  XDA90. A. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
16491 XDA90. B. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
16728. Empaque Toyota Japan. Cuello.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
16729. Empaque Toyota Japan. Tapa Autoensamble.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
"16823 16"". Lamina Impresa.",Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
"16824 24"". Lamina Impresa.",Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
"16825  34"". Lamina Impresa.",Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
"16826   48"". Lamina Impresa.",Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
"17"" x 42"". Seat Back RH y LH. Separador.",Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
17215. P558. P702. CD539. ICP. Caja HSC. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
17343. IMC 070. Celdado.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
17397. 500033. FORD China. Inserto.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
17X18  DUVETINA 2 CARAS,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
180003720 CAJA RSC,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
180020760 RSC,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
180020780 L02D WIP,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
180060490 CELDA ARMADA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
180100650 CELDA A,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
180100650 CELDA ARMADA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
180100650 CELDA B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
180100660,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
180111960,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
180111980 HSC,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
180201580,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
180201590,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
180201600,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
180201610,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
180201610,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
180201610,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
180201620,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
180204640 RU CAMARA CELDA A,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
180204640 RU CAMARA CELDA ARMADA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
180204640 RU CAMARA CELDA B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
180204710,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
180205100 CELDA A,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
180205100 CELDA ARMADA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
180205100 CELDA B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
180205110 CELDA A,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
180205110 CELDA ARMADA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
180205110 CELDA B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
180302550,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
180302550,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
180302850 CELDA A,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
180302850 CELDA B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
180303320,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
180304200,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
18109. Y0194915. Carrier. Caja con ITB 48 cav.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
18183   Sudafrica. A. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
18184  Sudáfrica. B. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
18185  Sudáfrica. C. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
18186   Sudáfrica. D. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
18187   Sudáfrica. E. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
18188  Sudáfrica. F. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
18234. Modelo S. Armrest. 174213. Caja.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
18235. CONSOLE LOWER. CAJA IMP. RSC.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
18267. TR11910. U725. DMS. & Cambio. ITB. Charola con ITB.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
18271. 60% Backframe. Tapa Base.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
18273. 60% Backframe. Tapa Superior.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
18274. 60% Backframe. Celda Armada.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
18439 MQ4A-Dunnage. Kia. Charola Armada.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
18440  Kia. Charola. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
18441  Kia. Celda. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
18442   Kia. Inserto. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
18742. DK 48 ECT. VOLVO. CAJA Autoensamblable,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
18743. CK 32 ECT. VOLVO. TAPA.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
18771. 780B. Inner Case. Dunnage 6 cav. en Totte.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
18775. 780B. Cover. / U554 HUD,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
18779. U554. Hud. Outer Case.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
18783. U554. Windows Plate.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
18805. 60% Backframe. Cuello Armado.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
18840. CD539. Tapa.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
18841. P558. Caja con Celda.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
18842. P558. Tapa.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
18843. CD539. Celdado Armado.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
18848. P558. Celda Armada.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
18890. Coupe. Charola Troquelada.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
18891. Coupe. Charola Armada.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
18892. Coupe. Celda Troquelada.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
18974    Nextracker. 2.0. Damper. Tapa de Coroplast.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
18975. Nextracker. Damper. 2.0. Tapa Carton.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
"18976. Nextracker. 2.0. Damper. Cuello,",Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
18977    Nextracker. 2.0. Damper. Inserto.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19014. TR13777. TGTX. KIT. Caja + Celda,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19022. TR13778. Avanzar. Caja Ensamblada con 1 Pad.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19079. 95161. Kit. Caja.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19081. 95161. Kit. Celdado.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19125. TR13776. Caja con Porta Etiqueta.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19130. Tesla Y. Console Armrest Outer.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19131. Tesla Y. Console Armrest. Dunnage 55 cav.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19148. Modelo Y. TMC0110. Armrest & Rear & Center. Caja,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19149. Modelo Y. TMC0100. Rear & Armrest. Separador.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19150. Modelo Y. TMC110. Armrest. Celda.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19157. Modelo Y. TMC100. Lumbar. Caja.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19158. Modelo Y. TMC100. Lumbar. Celda Armada.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19162. Modelo Y. TMC095. Front. Caja.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19163. Modelo Y. TMC095. Front. Celda.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19166. TMC095. Front & Lumbar & Rear & Armrest & Center. Tapa.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19168. Modelo Y. TMC110. Rear. Celda.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19173 Modelo Y. TMC0110. Center. Obsoleto. Celdado.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19181. CX430. P703. DUNNAGE. EN COROPLAST CON DOBLE TAPA TRANSFLEX EN TOTTE.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
"19183. 78B. DCAB MIDBB. Dunnage 84 cav. con lona especializada, tapas, etiqueta identificadora para montar en un ropak 45x45x44 - Y0387031",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19203. B16. Charola Armada Negra 4 mm. con Esq. y Perfiles.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19210. U554. Windows Plate.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19232  Nextracker. 2.0. Damper. Esquinero.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19246,Producto almacenable,Producto almacenable,Todos
19254. Pivot. Cont. Retornable. Pad.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19269. Kit. Emp. de Carton. Pivote. Celdado.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19321. MCV BODY. HOUSING. P7N MZ082711-0040. DUNNAGE 12 cav. PL. CORRUGADO 2mm BCO. con PAD Inferior FOAM 1/4.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19334. BOLSA EVOLON. 340MM X 745MM 487.203-74,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
"19336. HUD 555. Lower Case con Tapa, Esquineros y Canaletas.",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19340. U554. Flat Mirror. Charola con Divisor y Tapa,Producto almacenable,Producto almacenable,Muestras / Producto Terminado (Muestras)
19346. 143D. Dial. Charola 9 cav.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19349. DIAL U725. Charola Armada.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19353. CX430. DIAL. Charola Armada.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
"19360. ESD. 14""X 22.5 X 10"". Caja de Pl.",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19371. HUD 554. Repacking. Concave Mirror CM2 Bracket. Charola en coroplsat 4mm negro ESD con inserto en coroplast 4mm ESD negro,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19419,Consumible,Consumible,Todos
19419. Toyota. MCV. Pallet,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19426. U555 Repacking. ML4 Concave Mirror. Charola en coroplast 4 mm. ESD negro con insertos en coroplast negro 4 mm.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19452 FEDERBEIN. Charola. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
19459  VW316. 1.3. Chattanooga. Charola Armada.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19482. Armrest J34A. Dunnage 99 cav.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19569. JL. PECP. Charola Armada.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19570. PECP2. A. Inserto.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
19571. PECP2. B. Inserto.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
19583. S2.8. 143D CASE. CHAROLA + CELDADO.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19583. S2.8. 143D LOWER CASE. CHAROLA + CELDADO.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19584. S2.8. CX430. DECORATE. CHAROLA + CELDADO.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19585. CX430. S2.8. SHIELD. CHAROLA + CELDAS.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19589 Fortoflex. Complemento para Tapa.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19626,Consumible,Consumible,Todos
19680  U611. 341332. U625. Charola Impresa Troquelada. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en Proceso MTS (Cartón)
19681. 893892. G02. Charola Armada.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19682. 894131. PAD.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
19722. CX430. PRISMA.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
19729.G02. 893892. A. Inserto. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
19730. G02. 893892. B. Inserto. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
19732. G02. 893892. Separador o Charola. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
"20,705",Producto almacenable,Producto almacenable,Todos
20090. Modelo Y. PAD. V.I.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
20180. MY Austin GB Packaging 276 Kits. MODEL Y. GLOVEBOX.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
20186. BOX-0308-01. TESLA. GLOVE BOX ASSY.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
20200. CHAROLA EN TERMOFORMADO 12 CAVIDADES,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
"20246. 20 X 47.2 X 8"". PIELES. 5. CHAROLA",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
"20247. 11X25X8"". PIELES. 6. CHAROLA.",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
20260. TESLA. EVEREST. IP. LOWER ASSY. CUELLO 1/2.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
20262. TESLA. EVEREST. IP LOWER ASSY. A. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
20263. TESLA. EVEREST. IP LOWER ASSY. B. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
20264. TESLA. EVEREST. IP. LOWER ASSY. PAD para CUELLO.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
20265. TESLA EVEREST IP. GLOVEBOX / LOWER ASY. TAPA AUTOENSAMBLE 60 x 48.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
20266. TESLA. EVEREST. IP. LOWER ASSY. CELDADO.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
20267. TESLA IP EVEREST LOWER STD 6 CAVIDADES,Producto almacenable,Producto almacenable,Cartón / Kit (Cartón)
20268. TESLA EVEREST IP. GLOVEBOX. 1/2 CUELLO.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
20270.TESLA EVEREST IP. GLOVEBOX. A. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
20272.TESLA EVEREST IP. GLOVEBOX. B. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
20273. TESLA EVEREST IP. GLOVEBOX. CELDADO.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
20274. TESLA IP EVEREST GLOVE BOX ASSY STD 20 CAVIDADES,Producto almacenable,Producto almacenable,Cartón / Kit (Cartón)
20276. TESLA EVEREST IP. GLOVEBOX. PAD para CUELLO.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
20283. TESLA. EVEREST IP. TOP. PAD ASSY / MID PANEL / DEFROST PANEL / IP COWL. TAPA AUTOENSABLE   71 x 46.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
20288. TESLA IP. TOP PAD. 1/2 CUELLO.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
20289. TESLA IP. TOP PAD. PAD para CUELLO.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
20292. TESLA IP. TOP PAD GAP. CELDADO.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
